Op;DataLogCdc;IDFaturamento;IDEletroposto;IDCliente;StatusPagamento;ValorPagamento;DataTransacao
INSERT;2026-05-23 10:40:10;FAT_985;ELETRO_236;IDCliente_62;Pendente;271.8;2026-05-23 10:40:10
INSERT;2026-01-24 00:28:13;FAT_986;ELETRO_282;IDCliente_87;Pago;317.47;2026-01-24 00:28:13
INSERT;2026-01-23 09:25:58;FAT_987;ELETRO_65;IDCliente_50;Pendente;189.41;2026-01-23 09:25:58
UPDATE;2026-01-26 21:25:58;FAT_987;ELETRO_65;IDCliente_50;Cancelado;189.41;2026-01-23 09:25:58
INSERT;2026-01-08 02:06:11;FAT_988;ELETRO_16;IDCliente_51;Pendente;273.62;2026-01-08 02:06:11
UPDATE;2026-01-10 08:06:11;FAT_988;ELETRO_16;IDCliente_51;Pago;273.62;2026-01-08 02:06:11
INSERT;2026-05-27 08:35:05;FAT_989;ELETRO_349;IDCliente_38;Pendente;359.31;2026-05-27 08:35:05
UPDATE;2026-05-30 12:35:05;FAT_989;ELETRO_349;IDCliente_38;Pago;359.31;2026-05-27 08:35:05
INSERT;2026-05-20 08:05:54;FAT_990;ELETRO_363;IDCliente_70;Pendente;152.57;2026-05-20 08:05:54
UPDATE;2026-05-22 17:05:54;FAT_990;ELETRO_363;IDCliente_70;Pago;152.57;2026-05-20 08:05:54
INSERT;2026-04-03 04:58:15;FAT_991;ELETRO_396;IDCliente_64;Pago;304.17;2026-04-03 04:58:15
INSERT;2026-02-20 00:39:10;FAT_992;ELETRO_9;IDCliente_49;Pendente;36.66;2026-02-20 00:39:10
INSERT;2026-05-25 23:03:19;FAT_993;ELETRO_465;IDCliente_48;Pago;263.79;2026-05-25 23:03:19
INSERT;2026-05-14 00:48:11;FAT_994;ELETRO_330;IDCliente_99;Pendente;200.32;2026-05-14 00:48:11
INSERT;2026-01-16 01:35:58;FAT_995;ELETRO_114;IDCliente_38;Pago;336.97;2026-01-16 01:35:58
INSERT;2026-05-14 12:05:22;FAT_996;ELETRO_404;IDCliente_2;Pendente;92.17;2026-05-14 12:05:22
UPDATE;2026-05-15 15:05:22;FAT_996;ELETRO_404;IDCliente_2;Pago;92.17;2026-05-14 12:05:22
INSERT;2026-04-06 13:40:24;FAT_997;ELETRO_348;IDCliente_63;Pendente;236.82;2026-04-06 13:40:24
INSERT;2026-04-01 04:05:43;FAT_998;ELETRO_344;IDCliente_36;Pendente;277.74;2026-04-01 04:05:43
UPDATE;2026-04-02 05:05:43;FAT_998;ELETRO_344;IDCliente_36;Cancelado;277.74;2026-04-01 04:05:43
INSERT;2026-02-10 12:50:37;FAT_999;ELETRO_113;IDCliente_76;Pago;197.33;2026-02-10 12:50:37
INSERT;2026-04-23 13:34:25;FAT_1000;ELETRO_435;IDCliente_26;Pago;275.58;2026-04-23 13:34:25
